Address,Zip,Zillow ID,Tax,Tax_Year,Home Type,Home Size,Bathrooms,Bedrooms,Last Sold Date,Last Sold Price,Zestimate Amount,Zestimate Date,Zestimate Value Change
5 14th ,60605,60204228,248760.0,2017,Condominium,10593,2.0,2,05/27/2004,295000,395223,04/03/2019,48923
8 9th ,60605,119088436,40600.0,2017,Miscellaneous,4312440,,0,03/09/2018,300000,,01/01/1970,
234 Ashland,60605,,,,,,,,,,,,
1733 Congress,60605,,,,,,,,,,,,
1753 Congress ,60605,,,,,,,,,,,,
730 Couch,60605,2093316676,,,Apartment,,1.0,1,02/01/2017,2415,,01/01/1970,
123 Desplaines,60605,2095670559,,,Apartment,,1.0,1,11/10/2016,2500,,01/01/1970,
24 E 11th St,60605,,,,,,,,,,,,
23 E 13th St 606 ,60605,70474983,513000.0,2017,Condominium,78844,2.0,2,07/20/2012,525000,657483,04/03/2019,-597
125 E 13th St ,60605,70474811,490400.0,2017,Condominium,23332,2.0,2,04/17/2013,565000,645588,04/03/2019,-24410
125 E 13th St 1001 ,60605,70474749,324890.0,2017,Condominium,23332,,,04/21/2004,381500,458033,04/03/2019,15458
125 E 13th St 1002 ,60605,70474919,28050.0,2017,Condominium,23332,2.0,2,06/12/2017,433000,36498,04/03/2019,96
125 E 13th St 1003 ,60605,70474751,321140.0,2017,Condominium,23332,2.0,2,06/12/2017,433000,410062,04/03/2019,14320
125 E 13th St 1004 ,60605,70474897,28050.0,2017,Condominium,23332,2.0,2,05/03/2010,383000,36498,04/03/2019,96
125 E 13th St 1005 ,60605,70474897,28050.0,2017,Condominium,23332,2.0,2,05/03/2010,383000,36498,04/03/2019,96
125 E 13th St 1006 ,60605,70474753,388460.0,2017,Condominium,23332,,,09/17/2004,461500,571614,04/03/2019,37941
125 E 13th St 1007 ,60605,70474754,251950.0,2017,Condominium,23333,2.0,2,06/19/2012,310000,409958,04/03/2019,15692
125 E 13th St 1008 ,60605,70474753,388460.0,2017,Condominium,23332,,,09/17/2004,461500,571614,04/03/2019,37941
125 E 13th St 1009 ,60605,70474756,313680.0,2017,Condominium,23332,2.0,2,11/19/2018,400000,402970,04/03/2019,8422
125 E 13th St 1010 ,60605,2090392224,,,Condominium,,2.0,2,05/31/2018,435000,432480,04/03/2019,4318
125 E 13th St 1011 ,60605,70474758,308080.0,2017,Condominium,23332,,,04/05/2004,304000,423295,04/03/2019,-4326
125 E 13th St 1012 ,60605,70474758,308080.0,2017,Condominium,23332,,,04/05/2004,304000,423295,04/03/2019,-4326
125 E 13th St 1013 ,60605,70474759,321140.0,2017,Condominium,23332,2.0,2,07/21/2016,437000,444674,04/03/2019,24916
125 E 13th St 1014 ,60605,70474760,177160.0,2017,Condominium,23332,,,10/13/2004,219500,259938,04/03/2019,7432
125 E 13th St 1015 ,60605,70474761,179010.0,2017,Condominium,23332,1.0,1,08/29/2013,179000,258164,04/03/2019,4335
125 E 13th St 1101 ,60605,70474762,328640.0,2017,Condominium,23332,2.0,2,09/22/2015,426000,449470,04/03/2019,21653
125 E 13th St 1102 ,60605,70474763,323040.0,2017,Condominium,23332,2.0,2,09/07/2016,420000,442861,04/03/2019,23802
125 E 13th St 1103 ,60605,70474863,28050.0,2017,Condominium,23332,2.0,2,01/19/2010,261000,36498,04/03/2019,96
125 E 13th St 1104 ,60605,70474765,324890.0,2017,Condominium,23332,2.0,2,12/29/2013,335000,437657,04/03/2019,7181
125 E 13th St 1105 ,60605,70474766,326780.0,2017,Condominium,23332,2.0,2,10/13/2011,320000,442882,04/03/2019,24267
125 E 13th St 1106 ,60605,70474880,28050.0,2017,Condominium,23332,2.0,2,03/19/2015,514500,36498,04/03/2019,96
125 E 13th St 1107 ,60605,70474869,28050.0,2017,Condominium,23332,2.0,2,06/22/2015,389000,36498,04/03/2019,96
125 E 13th St 1108 ,60605,70474769,388460.0,2017,Condominium,23332,,,05/10/2004,480000,571547,04/03/2019,37864
125 E 13th St 1109 ,60605,70474770,317440.0,2017,Condominium,23332,,,10/16/2012,369000,427728,04/03/2019,-7494
125 E 13th St 1110 ,60605,70474771,314610.0,2017,Condominium,23332,2.0,2,05/07/2014,426000,443212,04/03/2019,20601
125 E 13th St 1112 ,60605,70474945,28050.0,2017,Condominium,23332,,,,,36498,04/03/2019,96
125 E 13th St 1113 ,60605,70474774,324890.0,2017,Condominium,23332,,,09/17/2004,374500,458033,04/03/2019,15458
125 E 13th St 1114 ,60605,70474775,179010.0,2017,Condominium,23332,1.0,1,05/15/2017,240000,258950,04/03/2019,4203
125 E 13th St 1115 ,60605,70474776,180920.0,2017,Condominium,23332,1.0,1,10/04/2018,256000,258023,04/03/2019,4340
125 E 13th St 1201 ,60605,70450071,332390.0,2017,MultiFamily2To4,23332,2.0,2,05/23/2006,392000,463271,04/03/2019,17316
125 E 13th St 1202 ,60605,70474777,326780.0,2017,Condominium,23332,2.0,2,02/10/2015,435000,443371,04/03/2019,23742
125 E 13th St 1203 ,60605,70451043,328640.0,2017,Condominium,1306,2.0,2,07/17/2012,350000,443838,04/03/2019,19916
125 E 13th St 1204 ,60605,70474887,28050.0,2017,Condominium,23332,2.0,2,03/28/2012,345000,36498,04/03/2019,96
125 E 13th St 1205 ,60605,70474779,330490.0,2017,Condominium,23332,2.0,2,04/16/2010,355000,451687,04/03/2019,23628
125 E 13th St 1206 ,60605,70474780,396890.0,2017,SingleFamily,23332,2.0,2,09/27/2004,456000,523074,04/03/2019,-2022
125 E 13th St 1207 ,60605,70474781,259460.0,2017,MultiFamily2To4,23332,2.0,2,02/02/2005,355000,428599,04/03/2019,27232
125 E 13th St 1208 ,60605,70474877,28050.0,2017,Condominium,23332,2.0,2,08/13/2004,450500,36498,04/03/2019,96
125 E 13th St 1209 ,60605,70474783,321140.0,2017,Condominium,23332,2.0,2,05/08/2014,367000,441541,04/03/2019,21902
125 E 13th St 1210 ,60605,70397020,28050.0,2017,Condominium,23332,2.0,2,06/01/2017,440000,36498,04/03/2019,96
125 E 13th St 1211 ,60605,70474837,28050.0,2017,Condominium,23332,2.0,2,08/08/2013,390000,36498,04/03/2019,96
125 E 13th St 1212 ,60605,70474896,28050.0,2017,Condominium,23332,2.0,2,05/14/2007,392000,36498,04/03/2019,96
125 E 13th St 1213 ,60605,70474946,28050.0,2017,Condominium,23332,2.0,2,09/13/2017,453000,36498,04/03/2019,96
125 E 13th St 1214 ,60605,70474787,181840.0,2017,Condominium,23332,2.0,2,11/12/2015,218000,263981,04/03/2019,10314
125 E 13th St 1215 ,60605,70474788,183690.0,2017,Condominium,23332,,,10/04/2004,212500,265107,04/03/2019,11022
125 E 13th St 1301 ,60605,70474789,337070.0,2017,Condominium,23332,,,06/24/2004,404000,495030,04/03/2019,30468
125 E 13th St 1302 ,60605,70474790,331470.0,2017,Condominium,23332,,,03/23/2009,382000,475553,04/03/2019,28930
125 E 13th St 1303 ,60605,70474840,28050.0,2017,Condominium,23332,2.0,2,,,36405,04/03/2019,143
125 E 13th St 1304 ,60605,70474792,333320.0,2017,Condominium,23332,,,09/27/2004,378000,484750,04/03/2019,34270
125 E 13th St 1305 ,60605,70474841,28050.0,2017,Condominium,23332,2.0,2,,,36498,04/03/2019,96
125 E 13th St 1307 ,60605,70474795,264130.0,2017,Condominium,23332,2.0,2,05/31/2018,410000,404039,04/03/2019,13311
125 E 13th St 1308E ,60605,,,,,,,,,,,,
125 E 13th St 501 ,60605,70474694,313680.0,2017,Condominium,23332,2.0,2,09/22/2015,430000,431330,04/03/2019,17661
125 E 13th St 502 ,60605,70474942,28050.0,2017,Condominium,23332,,,08/13/2013,371000,36498,04/03/2019,96
125 E 13th St 503 ,60605,70474913,28050.0,2017,Condominium,23332,,,02/02/2004,320500,36498,04/03/2019,96
125 E 13th St 504 ,60605,70474930,28050.0,2017,Condominium,23332,2.0,2,06/26/2017,405000,414337,04/03/2019,13351
125 E 13th St 506 ,60605,70474686,366980.0,2017,Condominium,23332,,,10/31/2014,500000,559929,04/03/2019,35334
125 E 13th St 507 ,60605,70474687,237970.0,2017,Condominium,23332,2.0,2,09/20/2005,347000,344785,04/03/2019,9978
125 E 13th St 508 ,60605,70474926,28050.0,2017,Condominium,23332,2.0,2,08/30/2017,525000,36498,04/03/2019,96
125 E 13th St 509 ,60605,70474689,299650.0,2017,Condominium,1263,2.0,2,06/05/2008,396500,426160,04/03/2019,21785
125 E 13th St 510 ,60605,70474690,296870.0,2017,Condominium,23332,,,02/03/2004,321500,400720,04/03/2019,-21647
125 E 13th St 511 ,60605,70474691,296870.0,2017,Condominium,23332,,,02/18/2004,329500,400720,04/03/2019,-21647
125 E 13th St 512 ,60605,70474692,294050.0,2017,Condominium,23332,2.0,2,09/01/2016,417500,425319,04/03/2019,22245
125 E 13th St 513 ,60605,2085502395,309930.0,2017,Condominium,23332,2.0,2,02/19/2004,357500,439045,04/03/2019,
125 E 13th St 514 ,60605,70450064,163130.0,2017,MultiFamily2To4,23332,2.0,3,03/30/2016,225000,344503,04/03/2019,-5688
125 E 13th St 515 ,60605,70450065,165030.0,2017,MultiFamily2To4,23332,2.0,3,02/27/2014,185000,345503,04/03/2019,-6695
125 E 13th St 601 ,60605,70474694,313680.0,2017,Condominium,23332,2.0,2,09/22/2015,430000,431330,04/03/2019,17661
125 E 13th St 602 ,60605,70474857,28050.0,2017,Condominium,23332,,,,,36498,04/03/2019,96
125 E 13th St 603 ,60605,70474913,28050.0,2017,Condominium,23332,,,02/02/2004,320500,36498,04/03/2019,96
125 E 13th St 604 ,60605,70474850,28050.0,2017,Condominium,23332,2.0,2,06/27/2017,425000,36498,04/03/2019,96
125 E 13th St 605 ,60605,70474839,28050.0,2017,Condominium,23332,2.0,2,05/30/2017,370000,36498,04/03/2019,96
125 E 13th St 606 ,60605,70474923,28050.0,2017,Condominium,23332,2.0,2,10/04/2013,445000,36498,04/03/2019,96
125 E 13th St 607 ,60605,70474827,28050.0,2017,Condominium,23332,,,09/25/2013,369000,36498,04/03/2019,96
125 E 13th St 608 ,60605,70474927,28050.0,2017,Condominium,23332,,,04/29/2005,399500,36498,04/03/2019,96
125 E 13th St 609 ,60605,70474860,28050.0,2017,Condominium,23332,2.0,2,08/07/2013,2600,36498,04/03/2019,96
125 E 13th St 610 ,60605,70474703,299650.0,2017,Condominium,23332,,,02/24/2004,321500,403208,04/03/2019,-20646
125 E 13th St 611 ,60605,70474704,299650.0,2017,Condominium,23332,2.0,2,10/22/2012,337500,430526,04/03/2019,22160
125 E 13th St 613 ,60605,2085502395,28050.0,2017,Condominium,23332,2.0,2,02/19/2004,357500,439045,04/03/2019,
125 E 13th St 615 ,60605,70474708,167810.0,2017,Condominium,23332,1.0,1,11/09/2018,255000,257936,04/03/2019,4579
125 E 13th St 701 ,60605,70474709,316510.0,2017,Condominium,23332,,,03/16/2004,392500,427600,04/03/2019,-8102
125 E 13th St 702 ,60605,70395579,310850.0,2017,MultiFamily2To4,23332,2.0,2,08/01/2008,410000,449317,04/03/2019,24505
125 E 13th St 703 ,60605,70474710,312760.0,2017,Condominium,23332,2.0,2,08/25/2008,408500,425384,04/03/2019,-3245
125 E 13th St 704 ,60605,70474711,312760.0,2017,Condominium,23332,,,08/28/2015,419000,425384,04/03/2019,-3245
125 E 13th St 705 ,60605,70450066,349240.0,2017,MultiFamily2To4,23332,2.0,3,06/11/2018,465000,460672,04/03/2019,15495
125 E 13th St 706 ,60605,2144269742,,,Condominium,,2.0,2,,,508541,04/03/2019,-15843
125 E 13th St 707 ,60605,70474713,243570.0,2017,Condominium,23332,,,05/21/2004,315000,301542,04/03/2019,3790
125 E 13th St 708 ,60605,70474714,373510.0,2017,Condominium,23332,,,04/07/2011,400000,564022,04/03/2019,34662
125 E 13th St 709 ,60605,70474851,28050.0,2017,Condominium,23332,2.0,3,03/10/2006,410000,36498,04/03/2019,96
125 E 13th St 710 ,60605,70474715,302480.0,2017,Condominium,23332,2.0,2,01/10/2017,419000,429109,04/03/2019,22727
125 E 13th St 711 ,60605,70474824,28050.0,2017,Condominium,23332,2.0,2,08/23/2017,450000,36498,04/03/2019,96
125 E 13th St 712 ,60605,70474717,299650.0,2017,Condominium,23332,2.0,2,08/07/2018,428000,428163,04/03/2019,23697
125 E 13th St 713 ,60605,70474936,28050.0,2017,Condominium,23332,,2,09/12/2007,398000,36498,04/03/2019,96
125 E 13th St 714 ,60605,70474719,168730.0,2017,Condominium,23332,,,08/13/2009,237000,237173,04/03/2019,12595
125 E 13th St 715 ,60605,70474720,170630.0,2017,Condominium,23332,,1,02/28/2006,237000,246969,04/03/2019,10795
125 E 13th St 801 ,60605,70474721,319280.0,2017,Condominium,23332,2.0,2,09/25/2013,369000,445099,04/03/2019,24524
125 E 13th St 802 ,60605,70474722,313680.0,2017,Condominium,23332,2.0,2,10/08/2015,430000,436150,04/03/2019,20240
125 E 13th St 803 ,60605,70474913,28050.0,2017,Condominium,23332,,,02/02/2004,320500,36498,04/03/2019,96
125 E 13th St 804 ,60605,70474899,28050.0,2017,Condominium,23332,,,03/19/2004,341500,36498,04/03/2019,96
125 E 13th St 805 ,60605,70474724,317440.0,2017,Condominium,23332,,,09/08/2014,375000,427728,04/03/2019,-7494
125 E 13th St 806 ,60605,70474725,381020.0,2017,Condominium,23332,2.0,2,09/11/2015,474000,488986,04/03/2019,-23827
125 E 13th St 808 ,60605,70474727,377260.0,2017,Condominium,23332,,,09/27/2004,466000,564133,04/03/2019,34189
125 E 13th St 809 ,60605,70474853,28050.0,2017,Condominium,23332,,2,02/16/2007,391000,36498,04/03/2019,96
125 E 13th St 810 ,60605,70450076,28050.0,2017,MultiFamily2To4,23332,2.0,2,10/27/2006,415000,407101,04/03/2019,10663
125 E 13th St 811 ,60605,70474729,305250.0,2017,Condominium,23332,,,01/17/2005,370000,422052,04/03/2019,-3693
125 E 13th St 812 ,60605,70474730,302480.0,2017,MultiFamily2To4,23332,2.0,2,04/23/2004,319500,447193,04/03/2019,19346
125 E 13th St 813 ,60605,2085502395,309930.0,2017,Condominium,23332,2.0,2,02/19/2004,357500,439045,04/03/2019,
125 E 13th St 814 ,60605,70474732,171560.0,2017,Condominium,23332,1.0,1,07/06/2018,285000,248072,04/03/2019,10494
125 E 13th St 901 ,60605,70474734,322110.0,2017,Condominium,23332,,,09/20/2004,369500,448921,04/03/2019,8002
125 E 13th St 902 ,60605,70474951,28050.0,2017,Condominium,23332,,2,05/29/2008,410000,36498,04/03/2019,96
125 E 13th St 903 ,60605,70474852,28050.0,2017,Condominium,23332,2.0,2,10/08/2008,413000,36498,04/03/2019,96
125 E 13th St 904 ,60605,70474737,318360.0,2017,Condominium,23332,2.0,2,06/23/2016,420000,442779,04/03/2019,23874
125 E 13th St 905 ,60605,70474738,320210.0,2017,Condominium,23332,2.0,3,06/02/2014,380000,431556,04/03/2019,-7079
125 E 13th St 906 ,60605,70474739,384720.0,2017,Condominium,23332,2.0,2,06/24/2011,396000,513373,04/03/2019,-6639
125 E 13th St 907 ,60605,70474740,249170.0,2017,Condominium,23332,2.0,2,11/14/2017,385000,411821,04/03/2019,15262
125 E 13th St 908 ,60605,70474727,377260.0,2017,Condominium,23332,,,09/27/2004,466000,564133,04/03/2019,34189
125 E 13th St 909 ,60605,70474853,28050.0,2017,Condominium,23332,,2,02/16/2007,391000,36498,04/03/2019,96
125 E 13th St 910 ,60605,70474743,308080.0,2017,Condominium,23332,,,04/07/2004,310000,423316,04/03/2019,-4307
125 E 13th St 911 ,60605,70474884,28050.0,2017,Condominium,23332,2.0,2,06/30/2010,375000,36498,04/03/2019,96
125 E 13th St 912 ,60605,70474745,305250.0,2017,Condominium,23332,,2,06/26/2008,400000,422044,04/03/2019,-3701
125 E 13th St 913 ,60605,70474746,318360.0,2017,Condominium,23332,2.0,2,05/02/2017,443000,443550,04/03/2019,22090
125 E 13th St 914 ,60605,70474747,174390.0,2017,Condominium,23332,1.0,1,09/01/2016,227000,261912,04/03/2019,5714
125 E 13th St 915 ,60605,70474934,28050.0,2017,Condominium,23332,1.0,1,,,36405,04/03/2019,143
125 E 13th St 1309 ,60605,70474797,325810.0,2017,Condominium,23332,2.0,2,03/29/2005,415000,443572,04/03/2019,23868
125 E 13th St 1310 ,60605,70450072,323040.0,2017,Condominium,23332,,,07/20/2004,337500,450588,04/03/2019,8997
125 E 13th St 1311 ,60605,70474798,323040.0,2017,Condominium,23332,2.0,2,05/05/2015,460000,443434,04/03/2019,5581
125 E 13th St 1312 ,60605,70474952,28050.0,2017,Condominium,23332,2.0,2,07/06/2012,335000,36498,04/03/2019,96
125 E 13th St 1313 ,60605,70474800,333320.0,2017,Condominium,23332,2.0,2,08/08/2018,440000,448192,04/03/2019,18906
125 E 13th St 1314 ,60605,70474801,186520.0,2017,MultiFamily2To4,23332,1.0,1,08/29/2007,242000,276632,04/03/2019,-6463
125 E 13th St 1315 ,60605,70474939,28050.0,2017,Condominium,23332,,,08/02/2016,250000,36498,04/03/2019,96
125 E 13th St 1401 ,60605,70474803,321140.0,2017,Condominium,23332,,,07/27/2004,398000,434976,04/03/2019,-4299
125 E 13th St 1402 ,60605,70474871,28050.0,2017,Condominium,23332,2.0,3,09/05/2007,750000,413438,04/03/2019,-148432
125 E 13th St 1403 ,60605,70474833,28050.0,2017,Condominium,23332,2.0,3,09/21/2012,575000,36498,04/03/2019,96
125 E 13th St 1404 ,60605,70474806,526480.0,2017,MultiFamily2To4,23332,2.0,2,09/27/2004,631000,680992,04/03/2019,-41023
125 E 13th St 1405 ,60605,70474807,513790.0,2017,Condominium,23332,2.0,3,05/03/2017,730000,714623,04/03/2019,-4018
125 E 13th St 1406 ,60605,70474909,28050.0,2017,Condominium,23332,3.0,3,07/12/2007,820000,36498,04/03/2019,96
125 E 13th St 1407 ,60605,70474921,28050.0,2017,Condominium,23332,,,09/27/2004,738000,36498,04/03/2019,96
125 E 13th St 1408 ,60605,70474932,28050.0,2017,Condominium,23332,3.0,0,04/27/2012,590000,36498,04/03/2019,96
125 E 13th St 1409 ,60605,70474872,28050.0,2017,Condominium,23332,,,04/19/2013,565000,36405,04/03/2019,143
125 E 13th St 1410 ,60605,70474902,28050.0,2017,Condominium,23332,2.0,3,08/31/2018,760000,36498,04/03/2019,96
125 E 13th St 1412 ,60605,2089922048,,,Condominium,,2.0,2,07/10/2018,540000,460507,04/03/2019,19805
125 E 13th St 1501 ,60605,70474867,28050.0,2017,Condominium,23332,,2,10/31/2005,405000,36498,04/03/2019,96
125 E 13th St 1512 ,60605,2089922048,,,Condominium,,2.0,2,07/10/2018,540000,460507,04/03/2019,19805
125 E 13th St CSU1 ,60605,70474960,30.0,2017,Condominium,332,,,,,32932,04/03/2019,-372
125 E 13th St GU10 ,60605,70474825,28050.0,2017,Condominium,23332,,,10/22/2012,337500,36461,04/03/2019,64
125 E 13th St GU100 ,60605,70474911,28050.0,2017,Condominium,23332,,,,,36461,04/03/2019,64
125 E 13th St GU101 ,60605,70474912,28050.0,2017,Condominium,23332,2.0,3,09/07/2016,420000,432373,04/03/2019,11532
125 E 13th St GU104 ,60605,70474915,28050.0,2017,Condominium,23332,,,09/22/2015,426000,36461,04/03/2019,64
125 E 13th St GU105 ,60605,70474916,28050.0,2017,Condominium,23332,,,,,36461,04/03/2019,64
125 E 13th St GU106 ,60605,70474917,28050.0,2017,Condominium,23332,,,,,36461,04/03/2019,64
125 E 13th St GU107 ,60605,70474918,28050.0,2017,Condominium,23332,,,10/08/2015,430000,36461,04/03/2019,64
125 E 13th St GU109 ,60605,70474920,28050.0,2017,Condominium,23332,,,,,36461,04/03/2019,64
125 E 13th St GU117 ,60605,70474928,28050.0,2017,Condominium,23332,,,05/05/2015,460000,36461,04/03/2019,64
125 E 13th St GU118 ,60605,70474929,28050.0,2017,Condominium,23332,,,,,36461,04/03/2019,64
125 E 13th St GU120 ,60605,70474931,28050.0,2017,Condominium,23332,,,,,36461,04/03/2019,64
125 E 13th St GU122 ,60605,70474933,28050.0,2017,Condominium,23332,,,,,36461,04/03/2019,64
125 E 13th St GU13 ,60605,70474828,28050.0,2017,Condominium,23332,,,,,36461,04/03/2019,64
125 E 13th St GU133 ,60605,70474943,28050.0,2017,Condominium,23332,,,,,36461,04/03/2019,64
125 E 13th St GU139 ,60605,70474948,28050.0,2017,Condominium,23332,,,,,36461,04/03/2019,64
125 E 13th St GU14 ,60605,70474829,28050.0,2017,Condominium,23332,,,,,36461,04/03/2019,64
125 E 13th St GU140 ,60605,70474949,28050.0,2017,Condominium,23332,,,,,36461,04/03/2019,64
125 E 13th St GU141 ,60605,70474950,28050.0,2017,Condominium,23332,,,,,36461,04/03/2019,64
125 E 13th St GU147 ,60605,70474955,28050.0,2017,Condominium,23332,,,11/19/2018,400000,36461,04/03/2019,64
125 E 13th St GU151 ,60605,70474959,28050.0,2017,Condominium,23332,,,10/16/2012,369000,36461,04/03/2019,64
125 E 13th St GU18 ,60605,70474832,28050.0,2017,Condominium,23332,,,06/26/2008,400000,36461,04/03/2019,64
125 E 13th St GU2 ,60605,70474817,28050.0,2017,Condominium,23332,,,,,36461,04/03/2019,64
125 E 13th St GU28 ,60605,70474842,28050.0,2017,Condominium,23332,,,09/08/2014,375000,36461,04/03/2019,64
125 E 13th St GU29 ,60605,70474843,28050.0,2017,Condominium,23332,,,01/03/2008,510000,36461,04/03/2019,64
125 E 13th St GU30 ,60605,70474844,28050.0,2017,Condominium,23332,,,,,36461,04/03/2019,64
125 E 13th St GU31 ,60605,70474845,28050.0,2017,Condominium,23332,2.0,2,,,36461,04/03/2019,64
125 E 13th St GU4 ,60605,70474819,28050.0,2017,Condominium,23332,,,,,36461,04/03/2019,64
125 E 13th St GU41 ,60605,70474855,28050.0,2017,Condominium,23332,,,,,36461,04/03/2019,64
125 E 13th St GU47 ,60605,70474861,28050.0,2017,Condominium,23332,,,08/25/2008,408500,36461,04/03/2019,64
125 E 13th St GU5 ,60605,70474820,28050.0,2017,Condominium,23332,,,,,36461,04/03/2019,64
125 E 13th St GU50 ,60605,70474864,28050.0,2017,Condominium,23332,,,08/04/2011,328000,36461,04/03/2019,64
125 E 13th St GU51 ,60605,70474865,28050.0,2017,Condominium,23332,,,12/07/2011,275000,36461,04/03/2019,64
125 E 13th St GU52 ,60605,70474866,28050.0,2017,Condominium,23332,,,12/07/2011,275000,36461,04/03/2019,64
125 E 13th St GU54 ,60605,70474868,28050.0,2017,Condominium,23332,,,09/22/2015,430000,36461,04/03/2019,64
125 E 13th St GU56 ,60605,70474870,28050.0,2017,MultiFamily2To4,23332,,1,,,208199,04/03/2019,-12125
125 E 13th St GU60 ,60605,70474874,28050.0,2017,Condominium,23332,,,,,36461,04/03/2019,64
125 E 13th St GU61 ,60605,70474875,28050.0,2017,Condominium,23332,,,,,36461,04/03/2019,64
125 E 13th St GU62 ,60605,70474876,28050.0,2017,Condominium,23332,,,,,36461,04/03/2019,64
125 E 13th St GU7 ,60605,70474822,28050.0,2017,Condominium,23332,,,12/13/2018,375000,36461,04/03/2019,64
125 E 13th St GU73 ,60605,70474886,28050.0,2017,Condominium,23332,,,,,36461,04/03/2019,64
125 E 13th St GU76 ,60605,70474889,28050.0,2017,Condominium,23332,,,10/13/2011,320000,36461,04/03/2019,64
125 E 13th St GU78 ,60605,70474890,28050.0,2017,Condominium,23332,,,07/10/2018,540000,36461,04/03/2019,64
125 E 13th St GU79 ,60605,70474891,28050.0,2017,Condominium,23332,,,08/08/2018,440000,36461,04/03/2019,64
125 E 13th St GU8 ,60605,70474823,28050.0,2017,Condominium,23332,,,,,36461,04/03/2019,64
125 E 13th St GU80 ,60605,70474892,28050.0,2017,Condominium,23332,,,,,36461,04/03/2019,64
125 E 13th St GU81 ,60605,70474893,28050.0,2017,Condominium,23332,,,,,36461,04/03/2019,64
125 E 13th St GU82 ,60605,70474894,28050.0,2017,Condominium,23332,,,06/16/2009,35000,36461,04/03/2019,64
125 E 13th St GU90 ,60605,70474901,28050.0,2017,Condominium,23332,3.0,3,05/07/2014,426000,668382,04/03/2019,20821
125 E 13th St GU96 ,60605,70474907,28050.0,2017,Condominium,23332,2.0,3,03/23/2009,382000,36461,04/03/2019,64
125 E 13th St GU97 ,60605,70474908,28050.0,2017,Condominium,23332,,,07/30/2007,32000,36461,04/03/2019,64
125 E 13th St GU99 ,60605,70474910,28050.0,2017,Condominium,23332,,,08/16/2017,420000,36461,04/03/2019,64
201 E 13th St ,60605,63704532,644210.0,2017,Townhouse,1704,3.5,4,12/08/2011,937500,1034450,04/03/2019,91240
203 E 13th St ,60605,63704531,644210.0,2017,Townhouse,929,3.0,3,12/23/2014,735000,856759,04/03/2019,24411
205 E 13th St ,60605,63704530,644210.0,2017,Condominium,923,3.0,3,02/10/2003,594500,857380,04/03/2019,15009
207 E 13th St ,60605,65547027,644210.0,2017,Townhouse,923,3.0,3,04/18/2016,770000,857961,04/03/2019,23522
209 E 13th St ,60605,158865045,10.0,2017,VacantResidentialLand,275,3.0,3,12/13/2012,590000,,01/01/1970,
211 E 13th St ,60605,63704529,644210.0,2017,SingleFamily,1002,3.0,3,11/08/2013,672500,855604,04/03/2019,39517
213 E 13th St ,60605,63704528,644210.0,2017,MultiFamily2To4,924,3.0,3,09/13/2005,750000,855161,04/03/2019,26444
215 E 13th St ,60605,65547495,644250.0,2017,SingleFamily,1732,3.5,3,03/06/2003,657500,1024651,04/03/2019,81274
233 E 13th St ,60605,70475372,27070.0,2017,Condominium,78844,2.0,2,07/30/2015,500000,416153,04/03/2019,6673
233 E 13th St 402 ,60605,70474965,366530.0,2017,Condominium,78844,,2,04/15/2005,405500,638525,04/03/2019,90901
233 E 13th St 403 ,60605,70474966,384650.0,2017,Condominium,78844,2.0,2,08/23/2016,420000,539189,04/03/2019,7714
233 E 13th St 404 ,60605,70474967,253540.0,2017,Condominium,78844,1.0,1,07/20/2005,285000,330665,04/03/2019,14299
233 E 13th St 405 ,60605,70474968,520240.0,2017,Condominium,78844,2.0,2,02/28/2017,645000,662886,04/03/2019,1586
233 E 13th St 406 ,60605,70475426,27070.0,2017,Condominium,78844,,,08/04/2017,671000,30169,04/03/2019,568
233 E 13th St 501 ,60605,70475401,27070.0,2017,Condominium,78844,,2,06/20/2018,467500,30169,04/03/2019,568
233 E 13th St 502 ,60605,2132680457,,,Condominium,,2.0,2,,,563088,04/03/2019,8324
233 E 13th St 503 ,60605,70475200,40710.0,2017,Condominium,78844,2.0,2,08/30/2007,460000,46571,04/03/2019,4215
233 E 13th St 504 ,60605,70475269,22590.0,2017,Condominium,78844,1.0,1,03/17/2017,305000,30192,04/03/2019,599
233 E 13th St 505 ,60605,70474972,804970.0,2017,Condominium,78844,3.0,3,11/14/2013,875000,1064320,04/03/2019,10581
233 E 13th St 506 ,60605,70475426,27070.0,2017,Condominium,78844,,,08/04/2017,671000,30169,04/03/2019,568
233 E 13th St 507 ,60605,70475197,22590.0,2017,Condominium,78844,,,07/11/2012,35000,30192,04/03/2019,599
233 E 13th St 508 ,60605,70474975,185740.0,2017,Condominium,78844,1.0,1,07/13/2009,299000,304395,04/03/2019,14768
233 E 13th St 509 ,60605,70474986,300550.0,2017,Condominium,78844,,,12/09/2009,408500,452718,04/03/2019,17357
233 E 13th St 510 ,60605,70474977,249060.0,2017,Condominium,78844,,,03/03/2005,312000,317024,04/03/2019,24662
233 E 13th St 602 ,60605,70475385,27070.0,2017,Condominium,78844,2.0,2,10/12/2017,610000,30163,04/03/2019,562
233 E 13th St 603 ,60605,70475340,27070.0,2017,Condominium,78844,2.0,2,,,30163,04/03/2019,562
233 E 13th St 604 ,60605,70474981,268890.0,2017,Condominium,78844,1.0,1,05/01/2008,350000,337043,04/03/2019,12742
233 E 13th St 606 ,60605,70475390,27070.0,2017,Condominium,78844,,,07/20/2012,525000,30163,04/03/2019,562
